Date,Open,High,Low,Close,Adj Close,Volume
2021-06-29,166.39,168.93,166.24,168.24,168.24,79750767
2021-06-30,167.28,167.44,164.05,165.22,165.22,122188500
2021-07-01,173.16,173.84,169.89,172.13,172.13,91476302
2021-07-02,176.09,176.58,173.36,174.17,174.17,113093041
2021-07-05,176.88,177.49,176.23,177.36,177.36,98599572
2021-07-06,180.26,181.01,177.98,179.68,179.68,82578619
2021-07-07,186.62,188.04,186.18,186.23,186.23,102297635
2021-07-08,193.34,194.44,193.05,193.62,193.62,102665748
2021-07-09,188.73,193.84,188.48,190.13,190.13,38525221
2021-07-12,185.49,189.11,185.15,186.82,186.82,68235387
2021-07-13,179.09,179.5,177.69,178.59,178.59,177879713
2021-07-14,186.87,188.25,186.27,186.87,186.87,81975003
2021-07-15,186.4,187.11,184.67,186.03,186.03,188360909
2021-07-16,191.23,194.3,190.24,194.1,194.1,59363530
2021-07-19,194.53,194.69,191.12,194.58,194.58,172214313
2021-07-20,196.23,198.48,194.14,196.97,196.97,73677559
2021-07-21,191.59,192.18,191.04,191.56,191.56,193462242
2021-07-22,192.29,197.52,191.78,194.25,194.25,66451136
2021-07-23,193.83,194.33,192.08,192.87,192.87,189687815
2021-07-26,192.83,196.66,191.22,192.84,192.84,70166407
2021-07-27,199.13,200.46,195.92,197.56,197.56,67233006
2021-07-28,202.18,203.19,196.89,200.17,200.17,95323907
2021-07-29,207.0,207.43,206.86,206.92,206.92,87163943
2021-07-30,204.41,209.48,203.05,206.11,206.11,68313850
2021-08-02,210.67,212.02,205.78,209.59,209.59,201836777
2021-08-03,211.6,213.09,208.81,210.15,210.15,92154943
2021-08-04,205.61,207.42,205.57,207.16,207.16,240353481
2021-08-05,207.6,210.32,205.51,207.06,207.06,216669559
2021-08-06,196.71,200.04,195.88,197.72,197.72,60694853
2021-08-09,204.78,207.24,203.03,206.43,206.43,109634395
2021-08-10,191.29,194.14,191.11,193.82,193.82,187076110
2021-08-11,200.7,201.48,198.68,201.3,201.3,69632108
2021-08-12,198.23,201.51,197.84,199.37,199.37,99715937
2021-08-13,194.91,195.43,190.29,192.16,192.16,157254580
2021-08-16,196.55,199.35,193.01,196.53,196.53,44399075
2021-08-17,197.1,197.11,193.6,197.01,197.01,145553427
2021-08-18,195.53,197.39,193.62,194.63,194.63,96509848
2021-08-19,196.98,202.97,196.98,200.01,200.01,76677456
2021-08-20,210.39,210.85,207.56,209.57,209.57,133030707
2021-08-23,208.7,209.09,206.11,208.68,208.68,97541530
2021-08-24,209.74,212.28,208.1,209.13,209.13,79434262
2021-08-25,216.2,218.24,210.46,214.61,214.61,150164395
2021-08-26,206.95,210.4,206.8,207.44,207.44,44855195
2021-08-27,208.97,211.88,207.36,209.53,209.53,135695970
2021-08-30,203.04,204.99,202.63,203.51,203.51,39784869
2021-08-31,195.02,197.11,193.76,195.21,195.21,243016663
2021-09-01,189.43,190.82,186.35,189.84,189.84,87042138
2021-09-02,185.8,186.18,182.51,185.08,185.08,157292628
2021-09-03,178.18,183.2,177.13,179.98,179.98,45754676
2021-09-06,181.31,184.91,179.75,181.33,181.33,82283318
2021-09-07,183.73,186.4,183.05,184.58,184.58,81758471
2021-09-08,188.07,190.08,185.38,186.67,186.67,63520879
2021-09-09,179.93,182.1,178.18,179.88,179.88,75350762
2021-09-10,194.64,196.19,193.93,194.69,194.69,92814278
2021-09-13,205.07,206.83,200.77,203.5,203.5,83156305
2021-09-14,206.73,207.31,202.83,203.25,203.25,63006178
2021-09-15,210.12,211.71,209.88,210.49,210.49,210095415
2021-09-16,203.29,205.58,202.8,204.28,204.28,53599322
2021-09-17,207.12,210.03,205.13,206.17,206.17,69947140
2021-09-20,213.43,213.86,207.16,210.69,210.69,113102759
2021-09-21,207.24,208.64,206.16,207.21,207.21,53975265
2021-09-22,214.96,217.09,213.67,214.51,214.51,286487543
2021-09-23,220.92,222.13,218.81,219.81,219.81,169385596
2021-09-24,219.54,223.92,219.39,221.13,221.13,74023464
2021-09-27,223.89,226.13,221.32,221.76,221.76,139977116
2021-09-28,219.76,220.13,217.38,218.74,218.74,35091696
2021-09-29,212.22,213.87,209.9,212.71,212.71,66715895
2021-09-30,218.85,220.19,215.31,217.91,217.91,119494949
2021-10-01,216.49,217.8,215.35,216.45,216.45,136055061
2021-10-04,223.32,226.32,222.95,223.85,223.85,36859793
2021-10-05,224.73,226.49,223.23,225.37,225.37,281086934
2021-10-06,227.91,228.11,224.83,227.17,227.17,234337863
2021-10-07,221.84,222.2,219.47,221.08,221.08,88596628
2021-10-08,226.57,226.67,226.18,226.22,226.22,85380688
2021-10-11,236.49,237.64,234.66,236.29,236.29,69274518
2021-10-12,235.23,235.33,231.23,231.42,231.42,37471446
2021-10-13,224.91,231.11,224.3,227.06,227.06,227270315
2021-10-14,234.18,237.6,232.73,234.85,234.85,87153456
2021-10-15,239.85,242.46,238.2,238.29,238.29,120627288
2021-10-18,240.95,241.13,239.04,241.06,241.06,53571118
2021-10-19,240.77,242.86,237.56,238.25,238.25,82302806
2021-10-20,263.48,264.02,260.07,260.76,260.76,61174444
2021-10-21,256.1,260.19,254.96,256.52,256.52,65603462
2021-10-22,246.79,251.15,245.17,248.82,248.82,86690927
2021-10-25,255.42,259.94,253.69,256.05,256.05,65342654
2021-10-26,264.24,264.76,259.09,262.96,262.96,107820235
2021-10-27,271.75,272.53,266.11,269.28,269.28,76008001
2021-10-28,264.64,264.94,262.45,264.35,264.35,147946269
2021-10-29,277.67,280.49,274.23,279.14,279.14,98848874
2021-11-01,287.73,287.8,287.61,287.72,287.72,118830777
2021-11-02,300.5,300.95,296.08,299.9,299.9,74297535
2021-11-03,305.34,309.84,303.58,306.12,306.12,333474015
2021-11-04,288.7,298.1,288.24,293.97,293.97,107850815
2021-11-05,309.21,311.0,306.93,308.02,308.02,78355404
2021-11-08,314.58,314.7,306.36,312.17,312.17,37040537
2021-11-09,316.79,321.81,316.64,317.17,317.17,66051089
2021-11-10,307.67,311.69,305.5,309.74,309.74,106255930
2021-11-11,316.5,317.29,316.15,316.5,316.5,105206445
2021-11-12,317.88,319.3,314.16,317.87,317.87,186436408
2021-11-15,335.98,344.82,335.14,339.53,339.53,75276815
2021-11-16,337.81,343.48,336.93,340.97,340.97,48482449
2021-11-17,334.77,340.89,330.93,334.62,334.62,76569953
2021-11-18,343.24,343.67,341.68,342.63,342.63,64708192
2021-11-19,349.15,350.41,339.04,344.53,344.53,92013103
2021-11-22,326.61,332.87,325.89,328.02,328.02,80459646
2021-11-23,328.84,335.45,325.73,331.31,331.31,93591800
2021-11-24,329.74,331.06,324.94,324.96,324.96,38170056
2021-11-25,336.62,336.83,331.0,335.12,335.12,78275234
2021-11-26,349.38,350.83,339.11,345.93,345.93,56027480
2021-11-29,362.15,363.67,361.79,362.41,362.41,84975458
2021-11-30,360.46,366.63,360.41,364.06,364.06,65078633
2021-12-01,367.1,368.1,364.09,365.72,365.72,146689652
2021-12-02,379.41,381.83,377.4,378.04,378.04,280065819
2021-12-03,397.16,401.91,387.11,394.33,394.33,189695457
2021-12-06,402.71,403.01,394.49,400.79,400.79,86859783
2021-12-07,407.53,411.6,399.84,404.29,404.29,75036488
2021-12-08,397.71,403.59,395.94,397.81,397.81,380850948
2021-12-09,403.55,404.36,399.8,400.76,400.76,80528765
2021-12-10,387.44,390.54,380.93,385.9,385.9,72379390
2021-12-13,376.88,379.58,371.61,375.24,375.24,51082724
2021-12-14,376.35,377.45,367.85,370.11,370.11,127427772
2021-12-15,353.96,356.48,348.22,355.19,355.19,84001655
2021-12-16,351.45,353.91,346.11,349.8,349.8,129748883
2021-12-17,352.18,354.07,347.68,353.49,353.49,28344305
2021-12-20,349.2,354.49,346.48,347.66,347.66,107297756
2021-12-21,349.7,351.45,346.12,350.85,350.85,52573305
2021-12-22,358.27,360.31,355.82,358.75,358.75,97772467
2021-12-23,361.3,361.58,355.02,356.89,356.89,98258743
2021-12-24,344.89,352.08,339.28,345.49,345.49,65591943
2021-12-27,339.79,347.44,338.24,342.7,342.7,61629844
2021-12-28,335.78,338.91,332.67,333.12,333.12,197001270
2021-12-29,342.06,345.12,337.15,340.08,340.08,133860320
2021-12-30,332.28,334.84,332.19,334.44,334.44,93104563
2021-12-31,341.3,342.3,340.24,341.27,341.27,56745124
2022-01-03,343.95,350.09,340.1,343.58,343.58,202690266
2022-01-04,319.94,320.57,313.68,316.89,316.89,76051138
2022-01-05,316.57,319.72,313.26,317.02,317.02,78905848
2022-01-06,300.93,300.96,300.08,300.3,300.3,96010606
2022-01-07,302.86,304.19,296.1,298.67,298.67,103536236
2022-01-10,315.71,318.08,308.01,312.93,312.93,86863568
2022-01-11,302.24,303.9,302.05,302.37,302.37,99919757
2022-01-12,306.33,313.46,302.61,307.83,307.83,290065201
2022-01-13,310.24,312.56,306.57,310.44,310.44,48076698
2022-01-14,314.74,319.74,313.01,317.68,317.68,128214736
2022-01-17,330.39,335.05,327.35,333.67,333.67,45733536
2022-01-18,346.47,346.51,340.05,340.19,340.19,183981571
2022-01-19,326.46,327.33,323.68,326.26,326.26,203334497
2022-01-20,319.86,325.5,318.44,320.8,320.8,138302640
2022-01-21,315.63,320.27,315.48,319.6,319.6,67210425
2022-01-24,309.75,315.98,304.91,310.85,310.85,119276258
2022-01-25,304.64,305.02,300.06,301.99,301.99,68983954
2022-01-26,290.6,294.89,288.07,292.75,292.75,79865447
2022-01-27,286.1,289.97,285.52,287.62,287.62,133571261
2022-01-28,295.08,296.19,289.17,292.25,292.25,65164805
2022-01-31,292.66,296.62,286.22,291.52,291.52,94077898
2022-02-01,305.42,306.42,302.06,303.63,303.63,127296619
2022-02-02,306.11,306.69,306.03,306.08,306.08,98722868
2022-02-03,304.95,305.18,295.23,300.8,300.8,160190045
2022-02-04,289.81,294.01,289.01,289.19,289.19,126889804
2022-02-07,296.04,296.35,294.79,295.79,295.79,145007802
2022-02-08,279.27,280.17,276.84,278.1,278.1,116614706
2022-02-09,281.59,282.7,278.27,279.91,279.91,186386088
2022-02-10,292.11,292.13,289.64,289.71,289.71,161427212
2022-02-11,283.53,283.54,283.31,283.46,283.46,170727215
2022-02-14,275.78,277.79,272.21,273.84,273.84,121355843
2022-02-15,268.05,272.52,266.39,271.76,271.76,103725029
2022-02-16,272.78,276.47,272.52,272.6,272.6,88125326
2022-02-17,272.24,273.44,268.09,268.51,268.51,40987952
2022-02-18,261.94,261.97,261.87,261.88,261.88,132393619
2022-02-21,248.7,252.86,247.77,251.44,251.44,83010302
2022-02-22,256.69,258.69,255.79,257.34,257.34,187421154
2022-02-23,258.47,261.85,258.13,261.26,261.26,173188128
2022-02-24,269.17,271.36,267.93,269.26,269.26,148575409
2022-02-25,283.31,284.26,279.5,282.39,282.39,121232874
2022-02-28,288.05,290.01,283.09,285.35,285.35,148575077
2022-03-01,281.43,281.94,277.71,279.81,279.81,82872354
2022-03-02,267.43,272.3,266.65,271.79,271.79,135318062
2022-03-03,279.86,282.45,278.73,279.75,279.75,200388633
2022-03-04,281.07,287.25,280.94,284.21,284.21,171023624
2022-03-07,282.43,283.03,276.47,279.46,279.46,160368752
2022-03-08,274.86,276.37,274.52,274.72,274.72,150821091
2022-03-09,269.59,271.08,265.68,268.02,268.02,167978862
2022-03-10,282.33,284.07,279.72,280.32,280.32,111819529
2022-03-11,277.6,281.43,275.38,279.17,279.17,145619946
2022-03-14,279.6,288.98,279.01,284.33,284.33,133643852
2022-03-15,298.43,303.61,294.07,297.83,297.83,119016867
2022-03-16,294.62,301.76,291.99,296.38,296.38,185787998
2022-03-17,286.73,295.31,286.34,291.74,291.74,32227894
2022-03-18,300.09,300.91,296.43,297.01,297.01,66964912
2022-03-21,299.79,300.82,292.56,298.27,298.27,107418550
2022-03-22,299.23,300.76,292.49,296.74,296.74,104385170
2022-03-23,305.58,306.31,303.7,303.87,303.87,78459510
2022-03-24,313.57,314.68,310.42,312.25,312.25,99014199
2022-03-25,303.39,308.56,301.4,302.69,302.69,101602400
2022-03-28,290.5,290.93,281.41,285.85,285.85,88543749
2022-03-29,296.35,298.03,292.59,295.85,295.85,150339768
2022-03-30,292.15,295.75,287.45,291.93,291.93,67260593
2022-03-31,288.96,291.72,285.94,290.77,290.77,93060642
2022-04-01,285.71,287.28,280.88,285.88,285.88,95226986
2022-04-04,280.63,283.9,277.58,280.35,280.35,181095522
2022-04-05,272.14,274.62,268.59,270.68,270.68,98046321
2022-04-06,281.42,282.85,278.15,281.49,281.49,121062556
2022-04-07,282.05,282.32,280.82,281.72,281.72,101705279
2022-04-08,283.44,286.28,280.43,286.08,286.08,98215711
2022-04-11,287.65,288.19,279.62,283.85,283.85,79697198
2022-04-12,289.98,295.55,288.81,291.58,291.58,158146195
2022-04-13,295.84,298.99,294.44,295.98,295.98,96760715
2022-04-14,305.22,308.4,301.91,304.6,304.6,107323716
2022-04-15,300.12,304.34,298.78,301.32,301.32,199552151
2022-04-18,300.57,304.38,298.57,301.48,301.48,209893470
2022-04-19,303.56,305.42,298.75,299.52,299.52,365037166
2022-04-20,299.58,303.87,294.94,298.63,298.63,98024386
2022-04-21,298.87,300.6,293.8,297.72,297.72,124214338
2022-04-22,311.37,312.32,305.1,307.0,307.0,136307325
2022-04-25,310.3,313.35,308.14,308.63,308.63,37096079
2022-04-26,306.28,307.21,300.54,304.9,304.9,60580440
2022-04-27,307.59,308.68,303.54,306.3,306.3,38910088
2022-04-28,291.91,296.06,287.68,292.63,292.63,123082805
2022-04-29,287.42,295.12,287.0,289.79,289.79,62146609
2022-05-02,294.78,295.61,289.34,295.16,295.16,88539789
2022-05-03,291.14,296.45,286.06,291.53,291.53,84408936
2022-05-04,277.86,280.13,277.4,277.66,277.66,67782490
2022-05-05,271.97,276.18,269.86,271.22,271.22,119749212
2022-05-06,278.71,284.23,277.53,281.0,281.0,95907054
2022-05-09,285.25,286.06,278.32,282.21,282.21,144597554
2022-05-10,289.27,290.72,282.28,287.58,287.58,143915191
2022-05-11,295.71,300.93,292.14,296.62,296.62,76950283
2022-05-12,296.77,302.91,295.36,300.06,300.06,141212692
2022-05-13,285.04,286.66,284.14,285.23,285.23,119113963
2022-05-16,274.5,276.31,273.8,275.55,275.55,46855923
2022-05-17,288.28,293.78,285.52,288.36,288.36,103874369
2022-05-18,297.82,299.18,296.72,298.23,298.23,100882324
2022-05-19,313.7,317.8,309.72,315.71,315.71,43660669
2022-05-20,326.69,328.1,322.15,323.39,323.39,107982155
2022-05-23,314.0,319.23,313.95,317.04,317.04,76317505
2022-05-24,316.62,316.96,312.57,313.16,313.16,203128449
2022-05-25,313.51,315.07,313.51,313.88,313.88,105724459
2022-05-26,311.78,315.37,308.33,312.11,312.11,150827162
2022-05-27,302.07,305.63,298.83,300.68,300.68,35749787
2022-05-30,304.86,307.11,296.23,301.99,301.99,245550547
2022-05-31,296.66,299.53,295.78,296.87,296.87,66295782
2022-06-01,290.32,291.2,289.33,290.45,290.45,121981776
2022-06-02,294.48,296.11,293.64,295.92,295.92,171831960
2022-06-03,291.1,296.49,287.17,290.94,290.94,61474009
2022-06-06,300.55,302.66,300.45,301.04,301.04,79034342
2022-06-07,298.9,305.52,294.08,299.57,299.57,181794026
2022-06-08,299.5,302.62,296.41,300.18,300.18,87922412
2022-06-09,292.65,294.28,290.12,294.16,294.16,44180035
2022-06-10,308.64,309.43,307.61,308.29,308.29,74703548
2022-06-13,316.17,317.72,309.66,312.83,312.83,203191076
2022-06-14,324.57,329.36,318.53,324.12,324.12,147852601
2022-06-15,316.66,320.38,315.49,316.53,316.53,208943972
2022-06-16,325.05,328.69,320.51,326.79,326.79,87328049
2022-06-17,341.0,347.51,340.12,344.29,344.29,61232970
2022-06-20,340.33,342.11,336.57,339.1,339.1,165912749
2022-06-21,342.05,345.07,339.76,340.12,340.12,113209255
2022-06-22,353.01,361.38,348.65,355.5,355.5,77937322
2022-06-23,364.6,372.14,359.55,365.73,365.73,79364797
2022-06-24,371.92,381.68,368.96,376.01,376.01,135564886
2022-06-27,358.69,360.95,352.82,359.05,359.05,121934932
2022-06-28,363.0,364.64,358.84,359.4,359.4,80239237
2022-06-29,374.91,374.97,366.8,372.39,372.39,217407841
2022-06-30,388.2,388.98,376.8,383.3,383.3,132270959
2022-07-01,401.28,407.71,398.63,403.74,403.74,279073110
2022-07-04,406.28,408.64,400.62,408.38,408.38,131147472
2022-07-05,406.83,409.72,405.68,407.88,407.88,158030451
2022-07-06,390.01,395.77,388.12,389.97,389.97,83307199
2022-07-07,371.64,377.06,371.2,374.35,374.35,80150695
2022-07-08,379.39,380.62,373.85,379.65,379.65,39042355
2022-07-11,364.19,365.88,362.92,365.65,365.65,78683206
2022-07-12,358.21,359.41,357.48,357.98,357.98,212862523
2022-07-13,363.34,373.78,359.7,366.76,366.76,67463855
2022-07-14,368.44,371.03,362.76,365.14,365.14,56779906
2022-07-15,362.72,365.52,362.0,363.01,363.01,198965043
2022-07-18,361.21,362.64,358.06,359.96,359.96,134835509
2022-07-19,360.74,364.31,360.38,363.61,363.61,136604485
2022-07-20,361.23,362.0,356.06,361.71,361.71,75489517
2022-07-21,355.48,359.73,352.06,355.79,355.79,145743677
2022-07-22,348.69,353.14,341.8,348.69,348.69,139967228
2022-07-25,340.48,342.38,338.75,339.67,339.67,169725102
2022-07-26,350.58,350.9,341.71,348.25,348.25,68676369
2022-07-27,348.12,350.9,344.14,344.4,344.4,169917088
2022-07-28,337.46,341.36,334.1,335.03,335.03,78032388
2022-07-29,339.9,347.02,336.07,341.23,341.23,96271881
2022-08-01,340.69,343.92,340.65,341.01,341.01,61596467
2022-08-02,333.54,343.75,333.37,339.74,339.74,45591397
2022-08-03,353.13,353.62,347.19,349.95,349.95,110900663
2022-08-04,353.9,356.48,348.64,353.64,353.64,142210590
2022-08-05,360.45,365.41,357.23,361.39,361.39,227405436
2022-08-08,378.73,383.57,374.68,379.49,379.49,270635957
2022-08-09,385.16,393.62,383.4,388.7,388.7,118043864
2022-08-10,387.91,388.22,387.87,388.21,388.21,265735688
2022-08-11,388.11,389.36,385.83,388.68,388.68,86537963
2022-08-12,379.14,387.83,378.98,384.11,384.11,51692597
2022-08-15,363.3,369.6,361.8,369.15,369.15,52250201
2022-08-16,383.69,383.85,379.51,383.34,383.34,261616087
2022-08-17,369.28,375.22,367.19,372.5,372.5,136284542
2022-08-18,393.47,393.58,391.95,393.53,393.53,106387019
2022-08-19,392.24,402.69,392.07,395.31,395.31,162311413
2022-08-22,386.68,390.71,384.92,390.22,390.22,51388502
2022-08-23,394.04,394.69,390.93,392.77,392.77,124188099
2022-08-24,396.78,401.22,391.6,399.44,399.44,138255017
2022-08-25,403.58,410.76,403.32,404.19,404.19,106718673
2022-08-26,396.34,397.92,389.8,392.47,392.47,192159675
2022-08-29,406.15,408.08,403.6,403.63,403.63,234009060
2022-08-30,410.98,415.79,408.48,409.03,409.03,199943007
2022-08-31,415.81,417.22,413.87,415.02,415.02,56707716
2022-09-01,446.27,450.05,439.6,445.14,445.14,68126438
2022-09-02,460.88,465.17,459.98,461.24,461.24,168937271
2022-09-05,442.28,453.49,440.92,448.93,448.93,58652462
2022-09-06,472.92,473.48,466.6,469.89,469.89,180038278
2022-09-07,493.02,497.37,485.57,490.45,490.45,100983536
2022-09-08,494.0,495.28,490.23,494.3,494.3,42062130
2022-09-09,467.79,469.66,461.55,464.86,464.86,99662149
2022-09-12,463.69,467.41,460.79,460.94,460.94,186194990
2022-09-13,452.22,468.82,451.37,460.42,460.42,45533056
2022-09-14,449.83,452.69,444.0,446.98,446.98,62164401
2022-09-15,447.68,455.94,445.62,454.55,454.55,67266914
2022-09-16,446.99,452.48,440.13,448.71,448.71,145368917
2022-09-19,464.35,474.8,462.33,468.09,468.09,79855644
2022-09-20,495.27,499.81,491.3,491.71,491.71,143463855
2022-09-21,486.73,502.96,484.17,493.43,493.43,78053738
2022-09-22,513.99,515.23,504.55,507.04,507.04,73707086
2022-09-23,543.88,546.85,540.93,543.03,543.03,105271857
2022-09-26,532.47,534.06,526.37,533.69,533.69,80327937
2022-09-27,531.9,539.02,529.57,537.68,537.68,87200299
2022-09-28,560.32,561.86,557.64,558.53,558.53,88101329
2022-09-29,566.25,579.45,565.46,572.49,572.49,99890182
2022-09-30,607.59,610.35,607.52,609.62,609.62,93583392
2022-10-03,586.71,594.1,580.2,582.92,582.92,60974727
2022-10-04,590.26,601.73,587.42,596.47,596.47,88194331
2022-10-05,614.78,617.26,605.37,612.69,612.69,73255420
2022-10-06,618.4,620.69,607.47,619.35,619.35,201439615
2022-10-07,603.05,622.97,602.71,614.41,614.41,65511374
2022-10-10,592.93,593.48,582.98,591.5,591.5,88665468
2022-10-11,585.66,588.91,578.09,587.6,587.6,97805157
2022-10-12,591.78,602.21,588.42,595.1,595.1,100624315
2022-10-13,637.85,638.93,629.75,636.81,636.81,118264766
2022-10-14,638.91,650.38,634.93,644.16,644.16,91604611
2022-10-17,625.57,635.94,620.96,631.18,631.18,61259967
2022-10-18,623.98,635.73,622.66,626.47,626.47,85746710
2022-10-19,646.7,648.29,636.16,645.09,645.09,113537594
2022-10-20,623.66,633.79,615.28,625.29,625.29,209436911
2022-10-21,638.39,639.98,635.68,637.24,637.24,86881923
2022-10-24,640.15,642.41,634.67,641.87,641.87,193872653
2022-10-25,624.94,629.08,615.38,623.33,623.33,69781869
2022-10-26,618.11,619.03,611.99,617.48,617.48,70973495
2022-10-27,631.25,635.64,623.6,629.4,629.4,100000994
2022-10-28,627.93,636.97,624.83,633.22,633.22,156846944
2022-10-31,621.07,621.37,620.63,621.18,621.18,79530763
2022-11-01,636.4,651.33,628.41,639.04,639.04,131904494
2022-11-02,648.84,659.12,646.16,651.24,651.24,69484602
2022-11-03,670.73,672.69,666.89,668.88,668.88,135562050
2022-11-04,719.27,722.95,706.14,716.3,716.3,68632750
2022-11-07,706.21,708.38,689.14,696.55,696.55,136072647
2022-11-08,715.75,718.35,703.28,713.93,713.93,42321583
2022-11-09,697.92,701.04,688.52,688.97,688.97,172277883
2022-11-10,698.65,705.35,687.13,692.92,692.92,83699126
2022-11-11,683.64,683.91,671.51,679.61,679.61,96817707
2022-11-14,673.53,677.53,662.52,670.74,670.74,84162308
2022-11-15,676.68,681.73,674.51,676.01,676.01,81021004
2022-11-16,671.69,680.74,669.37,675.75,675.75,79816515
2022-11-17,633.87,637.84,632.36,637.41,637.41,53345632
2022-11-18,625.46,634.73,619.02,630.12,630.12,141047533
2022-11-21,617.5,631.51,609.17,620.18,620.18,127267874
2022-11-22,633.75,640.97,622.51,634.72,634.72,105943472
2022-11-23,636.14,642.78,631.72,635.77,635.77,173979095
2022-11-24,643.57,644.33,628.56,634.88,634.88,195979201
2022-11-25,626.07,630.74,620.85,628.61,628.61,87302705
2022-11-28,630.98,631.15,623.28,631.01,631.01,127422271
